gene_type	gene_name
snoRNA	SNORD116-11
snoRNA	SNORD116-12
snoRNA	SNORD116-13
snoRNA	SNORD116-14
snoRNA	SNORD116-15
snoRNA	SNORD116-16
snoRNA	SNORD116-17
snoRNA	SNORD116-18
snoRNA	SNORD116-19
lncRNA	ENSG00000261069
snoRNA	SNORD116-20
snoRNA	SNORD116-21
snoRNA	SNORD116-22
snoRNA	SNORD116-23
lncRNA	ENSG00000287482
TEC	ENSG00000279735
snoRNA	SNORD116-24
snoRNA	SNORD116-25
snoRNA	SNORD116-26
snoRNA	SNORD116-27
snoRNA	SNORD116-28
snoRNA	SNORD116-29
snoRNA	SNORD116-30
TEC	PWAR1
processed_pseudogene	DMAC1P1
snoRNA	SNORD115-1
snoRNA	SNORD115-2
snoRNA	SNORD115-3
snoRNA	SNORD115-4
snoRNA	SNORD115-5
snoRNA	SNORD115-6
snoRNA	SNORD115-7
snoRNA	SNORD115-8
snoRNA	SNORD115-9
snoRNA	SNORD115-10
snoRNA	SNORD115-11
snoRNA	SNORD115-12
snoRNA	SNORD115-13
snoRNA	SNORD115-14
snoRNA	SNORD115-15
snoRNA	SNORD115-16
snoRNA	SNORD115-17
snoRNA	SNORD115-18
snoRNA	SNORD115-19
snoRNA	SNORD115-20
snoRNA	SNORD115-21
snoRNA	SNORD115-22
snoRNA	SNORD115-23
snoRNA	SNORD115-24
snoRNA	SNORD115-25
snoRNA	SNORD115-26
snoRNA	SNORD115-27
snoRNA	SNORD115-28
snoRNA	SNORD115-29
snoRNA	SNORD115-30
snoRNA	SNORD115-31
snoRNA	SNORD115-32
snoRNA	SNORD115-33
snoRNA	SNORD115-34
snoRNA	SNORD115-35
snoRNA	SNORD115-36
snoRNA	SNORD115-37
snoRNA	SNORD115-38
snoRNA	SNORD115-39
snoRNA	SNORD115-40
snoRNA	SNORD115-41
snoRNA	SNORD115-42
snoRNA	SNORD115-43
snoRNA	SNORD115-44
TEC	ENSG00000280234
snoRNA	SNORD115-45
snoRNA	SNORD115-46
snoRNA	SNORD115-47
snoRNA	SNORD115-48
snoRNA	SNORD109B
protein_coding	UBE3A
lncRNA	ENSG00000261529
lncRNA	LINC02250
processed_pseudogene	ENSG00000223628
lncRNA	ENSG00000289522
protein_coding	ATP10A
rRNA_pseudogene	RNA5SP390
miRNA	MIR4715
lncRNA	ATP10A-DT
lncRNA	LINC02346
processed_pseudogene	ENSG00000258965
snoRNA	ENSG00000212604
lncRNA	ENSG00000258931
lncRNA	LINC00929
lncRNA	ENSG00000286884
lncRNA	LINC02248
lncRNA	ENSG00000287280
protein_coding	GABRB3
lncRNA	ENSG00000278840
lncRNA	ENSG00000235518
processed_pseudogene	ENSG00000242793
protein_coding	GABRA5
unprocessed_pseudogene	TVP23BP1
protein_coding	GABRG3
lncRNA	GABRG3-AS1
processed_pseudogene	ENSG00000214254
rRNA_pseudogene	RNA5SP391
processed_pseudogene	SERPINE4P
lncRNA	ENSG00000261426
lncRNA	ENSG00000258970
lncRNA	ENSG00000259152
lncRNA	ENSG00000259168
lncRNA	ENSG00000258594
lncRNA	ENSG00000287922
lncRNA	ENSG00000258853
protein_coding	OCA2
lncRNA	ENSG00000232394
processed_pseudogene	RPL5P32
protein_coding	HERC2
processed_pseudogene	RPL41P2
unprocessed_pseudogene	HERC2P1
unprocessed_pseudogene	ENSG00000261561
protein_coding	GOLGA6L24P
unprocessed_pseudogene	MPHOSPH10P7
protein_coding	GOLGA8F
misc_RNA	RN7SL238P
processed_pseudogene	ABCB10P3
unprocessed_pseudogene	ENSG00000276928
unprocessed_pseudogene	ENSG00000274532
miRNA	MIR4509-2
unprocessed_pseudogene	ENSG00000284628
unprocessed_pseudogene	ENSG00000260159
unprocessed_pseudogene	ENSG00000261365
miRNA	MIR4509-3
unprocessed_pseudogene	ENSG00000274814
processed_pseudogene	ABCB10P4
protein_coding	GOLGA8G
unprocessed_pseudogene	ENSG00000261041
protein_coding	GOLGA6L25P
unprocessed_pseudogene	ENSG00000260444
unprocessed_pseudogene	HERC2P11
transcribed_unprocessed_pseudogene	HERC2P9
unprocessed_pseudogene	ENSG00000254398
protein_coding	GOLGA8M
misc_RNA	RN7SL719P
lncRNA	GOLGA8M
transcribed_unprocessed_pseudogene	WHAMMP2
processed_pseudogene	ENSG00000260844
transcribed_unprocessed_pseudogene	ENSG00000232431
transcribed_processed_pseudogene	ENSG00000256951
transcribed_unprocessed_pseudogene	PDCD6IPP2
processed_pseudogene	ENSG00000271616
protein_coding	GOLGA6L7
lncRNA	ENSG00000289209
processed_pseudogene	ENSG00000270301
lncRNA	ENSG00000287894
protein_coding	APBA2
lncRNA	ENSG00000259277
protein_coding	FAM189A1
processed_pseudogene	ENSG00000259299
snoRNA	ENSG00000252868
protein_coding	NSMCE3
lncRNA	ENSG00000259690
lncRNA	ENSG00000259814
processed_pseudogene	TUBBP8
lncRNA	ENSG00000287334
lncRNA	ENSG00000256802
protein_coding	TJP1
lncRNA	ENSG00000259644
processed_pseudogene	HMGN2P5
lncRNA	ENSG00000259523
unprocessed_pseudogene	NCAPGP2
lncRNA	ENSG00000259647
processed_pseudogene	SYNGR2P1
transcribed_unprocessed_pseudogene	ENSG00000229389
protein_coding	GOLGA8J
misc_RNA	RN7SL673P
unprocessed_pseudogene	DNM1P28
transcribed_unprocessed_pseudogene	ULK4P3
protein_coding	GOLGA8T
misc_RNA	RN7SL469P
unprocessed_pseudogene	DNM1P30
unprocessed_pseudogene	ENSG00000261747
lncRNA	ENSG00000259906
lncRNA	LINC02249
processed_pseudogene	ENSG00000259993
snRNA	RNU6-17P
processed_pseudogene	ENSG00000270955
TEC	ENSG00000279417
protein_coding	CHRFAM7A
lncRNA	ENSG00000289455
transcribed_unprocessed_pseudogene	ENSG00000263070
unprocessed_pseudogene	ENSG00000274966
protein_coding	GOLGA8R
misc_RNA	RN7SL196P
lncRNA	ENSG00000289397
unprocessed_pseudogene	ENSG00000271333
lncRNA	LINC02256
transcribed_unprocessed_pseudogene	WHAMMP4
lncRNA	ENSG00000270055
unprocessed_pseudogene	MPHOSPH10P3
unprocessed_pseudogene	ENSG00000260784
lncRNA	ENSG00000260693
protein_coding	GOLGA8Q
misc_RNA	RN7SL796P
unprocessed_pseudogene	DNM1P50
transcribed_unprocessed_pseudogene	ULK4P2
protein_coding	GOLGA8H
lncRNA	ENSG00000270016
misc_RNA	RN7SL628P
lncRNA	ENSG00000269930
lncRNA	ARHGAP11B-DT
protein_coding	ARHGAP11B
protein_coding	ENSG00000284906
transcribed_unprocessed_pseudogene	ENSG00000285035
lncRNA	ENSG00000187951
transcribed_unprocessed_pseudogene	ENSG00000284783
unprocessed_pseudogene	GOLGA8UP
misc_RNA	RN7SL82P
unprocessed_pseudogene	HERC2P10
processed_pseudogene	ENSG00000260382
protein_coding	FAN1
unprocessed_pseudogene	ENSG00000261628
protein_coding	MTMR10
snRNA	RNU6-466P
lncRNA	ENSG00000259720
protein_coding	TRPM1
miRNA	MIR211
lncRNA	ENSG00000259772
lncRNA	LINC02352
protein_coding	KLF13
processed_pseudogene	UBE2CP4
processed_pseudogene	ENSG00000259696
protein_coding	OTUD7A
processed_pseudogene	DEPDC1P1
unprocessed_pseudogene	ENSG00000277500
protein_coding	CHRNA7
snoRNA	ENSG00000206849
TEC	ENSG00000279912
processed_pseudogene	ENSG00000271078
snRNA	RNU6-18P
processed_pseudogene	ENSG00000260211
lncRNA	ENSG00000260642
unprocessed_pseudogene	ENSG00000288627
unprocessed_pseudogene	DNM1P31
protein_coding	GOLGA8K
misc_RNA	RN7SL185P
lncRNA	ENSG00000215304
transcribed_unprocessed_pseudogene	ULK4P1
unprocessed_pseudogene	DNM1P32
protein_coding	GOLGA8O
misc_RNA	RN7SL539P
processed_pseudogene	ENSG00000270789
unprocessed_pseudogene	GOLGA6L23P
unprocessed_pseudogene	MPHOSPH10P2
transcribed_processed_pseudogene	WHAMMP1
lncRNA	ENSG00000276724
lncRNA	ENSG00000262728
protein_coding	GOLGA8N
misc_RNA	RN7SL286P
protein_coding	ARHGAP11A-SCG5
protein_coding	ARHGAP11A
lncRNA	ENSG00000285948
protein_coding	SCG5
lncRNA	SCG5-AS1
lncRNA	GREM1-AS1
protein_coding	GREM1
protein_coding	FMN1
transcribed_processed_pseudogene	ENSG00000259392
snoRNA	ENSG00000212415
processed_pseudogene	HNRNPA1P71
TEC	ENSG00000279958
lncRNA	ENSG00000288726
transcribed_unitary_pseudogene	TMCO5B
lncRNA	RYR3-DT
protein_coding	RYR3
lncRNA	ENSG00000276702
lncRNA	ENSG00000259408
lncRNA	ENSG00000259287
protein_coding	AVEN
protein_coding	CHRM5
lncRNA	ENSG00000278472
lncRNA	ENSG00000287840
processed_pseudogene	ENSG00000259505
protein_coding	EMC7
processed_pseudogene	RPL32P2
protein_coding	PGBD4
protein_coding	KATNBL1
protein_coding	EMC4
protein_coding	SLC12A6
lncRNA	ENSG00000259468
protein_coding	NOP10
protein_coding	NUTM1
protein_coding	LPCAT4
processed_pseudogene	ACTG1P15
protein_coding	GOLGA8A
miRNA	MIR1233-1
processed_pseudogene	ENSG00000260639
unprocessed_pseudogene	ENSG00000261081
TEC	ENSG00000279092
unprocessed_pseudogene	HNRNPLP2
processed_pseudogene	FSCN1P1
unprocessed_pseudogene	DNM1P5
protein_coding	GOLGA8B
miRNA	MIR1233-2
unprocessed_pseudogene	ENSG00000259892
snoRNA	ENSG00000252425
lncRNA	LINC02252
lncRNA	ENSG00000287973
protein_coding	GJD2
lncRNA	GJD2-DT
protein_coding	ACTC1
processed_pseudogene	TUBAP11
protein_coding	AQR
processed_pseudogene	ENSG00000231409
protein_coding	ZNF770
TEC	ENSG00000279364
lncRNA	ENSG00000259181
TEC	ENSG00000280396
lncRNA	ENSG00000259587
lncRNA	ENSG00000289289
processed_pseudogene	ENSG00000259665
protein_coding	NANOGP8
processed_pseudogene	ENSG00000259397
lncRNA	ENSG00000259336
processed_pseudogene	PRELID1P4
transcribed_processed_pseudogene	ANP32AP1
protein_coding	DPH6
processed_pseudogene	NUTF2P6
processed_pseudogene	RBM17P4
miRNA	MIR3942
processed_pseudogene	ENSG00000259688
processed_pseudogene	HNRNPA1P45
lncRNA	DPH6-DT
unprocessed_pseudogene	ENSG00000259217
lncRNA	LINC02853
miRNA	MIR4510
lncRNA	ENSG00000259639
lncRNA	ENSG00000259395
lncRNA	ENSG00000259737
processed_pseudogene	COX6CP4
protein_coding	CDIN1
processed_pseudogene	ENSG00000261635
transcribed_processed_pseudogene	LARP4P
processed_pseudogene	TPST2P1
lncRNA	ENSG00000261191
transcribed_processed_pseudogene	CSNK1A1P1
lncRNA	ENSG00000259280
protein_coding	MEIS2
miRNA	MIR8063
lncRNA	ENSG00000259460
lncRNA	ENSG00000288808
lncRNA	ENSG00000274444
processed_pseudogene	ENSG00000270304
lncRNA	ENSG00000259434
processed_pseudogene	ENSG00000243122
protein_coding	TMCO5A
lncRNA	LINC02345
lncRNA	LINC01852
lncRNA	LINC02895
protein_coding	SPRED1
protein_coding	FAM98B
processed_pseudogene	ENSG00000259192
protein_coding	RASGRP1
lncRNA	ENSG00000286786
lncRNA	ENSG00000259326
lncRNA	ENSG00000259598
lncRNA	LINC02694
lncRNA	ENSG00000259731
lncRNA	ENSG00000274281
lncRNA	ENSG00000259345
lncRNA	ENSG00000259278
lncRNA	ENSG00000259423
lncRNA	LINC02915
lncRNA	ENSG00000259447
lncRNA	ENSG00000259269
lncRNA	ENSG00000259390
protein_coding	THBS1
lncRNA	THBS1-IT1
lncRNA	THBS1-AS1
protein_coding	FSIP1
lncRNA	ENSG00000259580
lncRNA	ENSG00000261136
protein_coding	GPR176
lncRNA	ENSG00000259432
lncRNA	GPR176-DT
protein_coding	EIF2AK4
processed_pseudogene	H3P38
protein_coding	SRP14
lncRNA	SRP14-DT
lncRNA	ENSG00000259584
lncRNA	ENSG00000275636
protein_coding	BMF
lncRNA	BMF-AS1
processed_pseudogene	ENSG00000259239
protein_coding	BUB1B
protein_coding	PAK6
protein_coding	BUB1B-PAK6
lncRNA	ENSG00000273786
lncRNA	ENSG00000260648
TEC	ENSG00000279537
lncRNA	PAK6-AS1
TEC	ENSG00000279409
protein_coding	PLCB2
protein_coding	ANKRD63
lncRNA	ENSG00000273855
lncRNA	PLCB2-AS1
processed_pseudogene	ENSG00000244705
lncRNA	ENSG00000259198
protein_coding	INAFM2
protein_coding	CCDC9B
rRNA_pseudogene	RNA5SP392
protein_coding	PHGR1
lncRNA	ENSG00000289148
protein_coding	DISP2
lncRNA	ENSG00000259368
protein_coding	KNSTRN
protein_coding	IVD
protein_coding	BAHD1
lncRNA	ENSG00000259364
lncRNA	ENSG00000259211
protein_coding	CHST14
processed_pseudogene	ENSG00000244251
lncRNA	ENSG00000259536
protein_coding	CCDC32
snRNA	RNU6-516P
protein_coding	RPUSD2
protein_coding	KNL1
misc_RNA	RN7SL376P
lncRNA	ENSG00000259254
lncRNA	RAD51-AS1
protein_coding	RAD51
protein_coding	RMDN3
processed_pseudogene	SUMO2P15
protein_coding	GCHFR
protein_coding	DNAJC17
protein_coding	C15orf62
protein_coding	ZFYVE19
protein_coding	PPP1R14D
lncRNA	SPINT1-AS1
protein_coding	SPINT1
protein_coding	RHOV
lncRNA	ENSG00000274798
protein_coding	VPS18
lncRNA	ENSG00000251161
protein_coding	DLL4
processed_pseudogene	ISCA1P4
protein_coding	CHAC1
protein_coding	INO80
lncRNA	ENSG00000259617
lncRNA	ENSG00000259463
lncRNA	INO80-AS1
lncRNA	ENSG00000280036
processed_pseudogene	CYCSP2
processed_pseudogene	ENSG00000283133
unprocessed_pseudogene	CIBAR1P1
protein_coding	EXD1
misc_RNA	RN7SL497P
protein_coding	CHP1
lncRNA	OIP5-AS1
protein_coding	ENSG00000285920
protein_coding	OIP5
protein_coding	NUSAP1
lncRNA	ENSG00000259396
protein_coding	NDUFAF1
protein_coding	RTF1
snRNA	RNU6-1169P
protein_coding	ITPKA
protein_coding	LTK
protein_coding	RPAP1
unprocessed_pseudogene	ELOCP2
protein_coding	TYRO3
lncRNA	ENSG00000260926
protein_coding	MGA
miRNA	MIR626
processed_pseudogene	ENSG00000270702
lncRNA	ENSG00000260814
protein_coding	MAPKBP1
lncRNA	ENSG00000250379
protein_coding	JMJD7
protein_coding	JMJD7-PLA2G4B
protein_coding	PLA2G4B
protein_coding	SPTBN5
rRNA_pseudogene	RNA5SP393
miRNA	MIR4310
lncRNA	ENSG00000174171
protein_coding	EHD4
lncRNA	ENSG00000278493
lncRNA	EHD4-AS1
lncRNA	PLA2G4E-AS1
protein_coding	PLA2G4E
lncRNA	ENSG00000257797
protein_coding	PLA2G4D
protein_coding	PLA2G4F
protein_coding	VPS39
miRNA	MIR627
lncRNA	VPS39-DT
protein_coding	TMEM87A
protein_coding	GANC
processed_pseudogene	BNIP3P5
protein_coding	ENSG00000258461
protein_coding	CAPN3
protein_coding	ZNF106
snRNA	RNU6-188P
protein_coding	SNAP23
lncRNA	ENSG00000261684
protein_coding	ENSG00000285942
protein_coding	LRRC57
protein_coding	HAUS2
lncRNA	ENSG00000261822
processed_pseudogene	MYL12BP1
protein_coding	STARD9
processed_pseudogene	EIF4EBP2P2
protein_coding	CDAN1
lncRNA	ENSG00000278769
lncRNA	ENSG00000274403
protein_coding	TTBK2
lncRNA	TTBK2-AS1
lncRNA	ENSG00000286877
processed_pseudogene	KRT8P50
processed_pseudogene	FDPSP4
protein_coding	UBR1
lncRNA	ENSG00000285080
pseudogene	ENSG00000281269
processed_pseudogene	RPS3AP47
protein_coding	TMEM62
processed_pseudogene	SPCS2P1
lncRNA	ENSG00000285117
lncRNA	ENSG00000261687
protein_coding	CCNDBP1
protein_coding	EPB42
protein_coding	TGM5
processed_pseudogene	ATP5PDP1
protein_coding	TGM7
lncRNA	ENSG00000260406
protein_coding	LCMT2
protein_coding	ADAL
protein_coding	ZSCAN29
protein_coding	TUBGCP4
misc_RNA	RN7SL487P
protein_coding	TP53BP1
protein_coding	MAP1A
protein_coding	PPIP5K1
protein_coding	CKMT1B
protein_coding	STRC
snRNA	RNU6-554P
protein_coding	ENSG00000284772
protein_coding	CATSPER2
snRNA	RNU6-610P
lncRNA	ENSG00000275601
unprocessed_pseudogene	PDIA3P2
unprocessed_pseudogene	ENSG00000249839
protein_coding	CKMT1A
transcribed_unprocessed_pseudogene	STRCP1
snRNA	RNU6-353P
transcribed_unprocessed_pseudogene	CATSPER2P1
snRNA	RNU6-354P
protein_coding	PDIA3
protein_coding	ELL3
protein_coding	ENSG00000262560
protein_coding	SERF2
miRNA	MIR1282
protein_coding	SERINC4
protein_coding	HYPK
protein_coding	MFAP1
protein_coding	WDR76
protein_coding	FRMD5
processed_pseudogene	PIN4P1
processed_pseudogene	ACTBP7
processed_pseudogene	GAPDHP55
lncRNA	ENSG00000289277
protein_coding	GOLM2
processed_pseudogene	GAPDHP43
lncRNA	ENSG00000259499
lncRNA	CTDSPL2-DT
protein_coding	CTDSPL2
processed_pseudogene	HNRNPMP1
lncRNA	ENSG00000259563
lncRNA	EIF3J-DT
protein_coding	EIF3J
protein_coding	SPG11
lncRNA	ENSG00000259659
protein_coding	PATL2
protein_coding	B2M
protein_coding	TRIM69
lncRNA	ENSG00000276121
transcribed_unprocessed_pseudogene	SORD2P
lncRNA	ENSG00000259187
snRNA	RNU1-119P
unprocessed_pseudogene	ENSG00000259742
processed_pseudogene	ENSG00000259231
snRNA	RNU6-1108P
protein_coding	TERB2
snRNA	RNU6-1332P
processed_pseudogene	ENSG00000259304
snRNA	RNU6-966P
snRNA	RNU1-78P
protein_coding	SORD
lncRNA	ENSG00000259418
lncRNA	ENSG00000259352
protein_coding	DUOX2
protein_coding	DUOXA2
protein_coding	DUOXA1
protein_coding	DUOX1
lncRNA	ENSG00000259539
protein_coding	SHF
lncRNA	ENSG00000259519
lncRNA	ENSG00000259932
lncRNA	ENSG00000260035
TEC	ENSG00000279014
snoRNA	ENSG00000261709
processed_pseudogene	H3P39
lncRNA	SLC28A2-AS1
protein_coding	SLC28A2
lncRNA	ENSG00000285597
processed_pseudogene	ENSG00000235390
processed_pseudogene	ENSG00000259433
snRNA	RNU6-953P
protein_coding	GATM
lncRNA	ENSG00000275672
protein_coding	SPATA5L1
protein_coding	C15orf48
lncRNA	ENSG00000259342
miRNA	MIR147B
lncRNA	ENSG00000259354
protein_coding	SLC30A4
transcribed_processed_pseudogene	HMGN2P46
snoRNA	SNORA41B
lncRNA	ENSG00000259681
transcribed_processed_pseudogene	DPPA5P2
lncRNA	ENSG00000275709
protein_coding	BLOC1S6
protein_coding	ENSG00000260170
protein_coding	SQOR
lncRNA	ENSG00000273972
lncRNA	ENSG00000259200
processed_pseudogene	ENSG00000259743
lncRNA	ENSG00000287020
processed_pseudogene	MTND5P40
snoRNA	ENSG00000238819
lncRNA	ENSG00000285934
lncRNA	ENSG00000287704
snRNA	RNU6-1014P
lncRNA	ENSG00000259255
misc_RNA	RN7SKP101
processed_pseudogene	ENSG00000259509
TEC	ENSG00000284540
protein_coding	SEMA6D
misc_RNA	RN7SKP139
lncRNA	ENSG00000259554
lncRNA	ENSG00000259221
lncRNA	ENSG00000259360
lncRNA	ENSG00000259740
lncRNA	ENSG00000259588
processed_pseudogene	ENSG00000213862
lncRNA	LINC01491
lncRNA	ENSG00000259754
lncRNA	ENSG00000259730
lncRNA	ENSG00000287439
protein_coding	SLC24A5
protein_coding	MYEF2
protein_coding	CTXN2
protein_coding	SLC12A1
lncRNA	CTXN2-AS1
lncRNA	ENSG00000259385
lncRNA	DUT-AS1
protein_coding	DUT
protein_coding	FBN1
lncRNA	ENSG00000286947
lncRNA	ENSG00000274654
lncRNA	FBN1-DT
lncRNA	ENSG00000273925
protein_coding	CEP152
processed_pseudogene	ENSG00000259216
lncRNA	ENSG00000259469
lncRNA	ENSG00000259670
lncRNA	ENSG00000259700
protein_coding	SHC4
protein_coding	EID1
lncRNA	ENSG00000259602
processed_pseudogene	KRT8P24
protein_coding	SECISBP2L
misc_RNA	RN7SL577P
lncRNA	ENSG00000259656
protein_coding	COPS2
protein_coding	GALK2
processed_pseudogene	NDUFAF4P1
miRNA	MIR4716
processed_pseudogene	ENSG00000259545
misc_RNA	RN7SL307P
protein_coding	FAM227B
lncRNA	ENSG00000275580
lncRNA	ENSG00000276593
processed_pseudogene	ENSG00000259531
protein_coding	FGF7
protein_coding	DTWD1
processed_pseudogene	ENSG00000259388
protein_coding	ATP8B4
lncRNA	ENSG00000259188
rRNA_pseudogene	RNA5SP394
protein_coding	SLC27A2
protein_coding	HDC
misc_RNA	RN7SL494P
protein_coding	GABPB1
snRNA	RNU6-94P
lncRNA	GABPB1-IT1
lncRNA	GABPB1-AS1
lncRNA	ENSG00000259715
miRNA	MIR4712
processed_pseudogene	AHCYP7
protein_coding	USP8
rRNA_pseudogene	RNA5SP395
processed_pseudogene	ENSG00000242737
protein_coding	USP50
protein_coding	TRPM7
lncRNA	ENSG00000259684
protein_coding	ENSG00000288645
misc_RNA	RN7SL354P
protein_coding	SPPL2A
TEC	ENSG00000279665
lncRNA	ENSG00000259773
processed_pseudogene	RPL32P30
lncRNA	ENSG00000273674
protein_coding	AP4E1
processed_pseudogene	DCAF13P3
lncRNA	MIR4713HG
protein_coding	TNFAIP8L3
lncRNA	ENSG00000259204
protein_coding	CYP19A1
miRNA	MIR4713
lncRNA	ENSG00000259701
miRNA	MIR7973-2
miRNA	MIR7973-1
lncRNA	ENSG00000259306
protein_coding	GLDN
processed_pseudogene	ENSG00000270378
lncRNA	ENSG00000259194
lncRNA	ENSG00000259678
protein_coding	DMXL2
lncRNA	ENSG00000259668
protein_coding	SCG3
lncRNA	ENSG00000259241
lncRNA	ENSG00000259296
protein_coding	LYSMD2
protein_coding	TMOD2
lncRNA	ENSG00000259377
protein_coding	TMOD3
lncRNA	ENSG00000274954
processed_pseudogene	ENSG00000259632
lncRNA	ENSG00000259201
snRNA	RNU6-90P
lncRNA	ENSG00000259185
unprocessed_pseudogene	ENSG00000259556
protein_coding	LEO1
protein_coding	MAPK6
lncRNA	MAPK6-DT
lncRNA	ENSG00000274528
lncRNA	ENSG00000259398
protein_coding	ENSG00000289025
lncRNA	ENSG00000259712
lncRNA	ENSG00000259178
processed_pseudogene	ENSG00000242327
protein_coding	BCL2L10
protein_coding	GNB5
lncRNA	ENSG00000259327
lncRNA	ENSG00000259709
lncRNA	CERNA1
protein_coding	MYO5C
miRNA	MIR1266
protein_coding	MYO5A
processed_pseudogene	EEF1B2P1
protein_coding	ARPP19
lncRNA	ENSG00000260618
protein_coding	FAM214A
lncRNA	ENSG00000259935
lncRNA	ENSG00000287500
protein_coding	ONECUT1
lncRNA	ENSG00000259203
processed_pseudogene	RPSAP55
processed_pseudogene	EEF1A1P22
lncRNA	LINC02490
lncRNA	ENSG00000287596
protein_coding	WDR72
snRNA	RNU2-53P
snRNA	RNU6-449P
processed_pseudogene	ENSG00000259301
TEC	ENSG00000280362
lncRNA	ENSG00000259669
protein_coding	UNC13C
processed_pseudogene	ENSG00000259619
processed_pseudogene	HNRNPA1P74
lncRNA	ENSG00000260937
lncRNA	ENSG00000279145
protein_coding	RSL24D1
protein_coding	RAB27A
lncRNA	ENSG00000276533
protein_coding	PIGBOS1
protein_coding	PIGB
protein_coding	CCPG1
lncRNA	ENSG00000274765
lncRNA	ENSG00000277548
lncRNA	DNAAF4-CCPG1
miRNA	MIR628
protein_coding	C15orf65
protein_coding	DNAAF4
processed_pseudogene	ENSG00000260036
protein_coding	PYGO1
lncRNA	ENSG00000285805
protein_coding	PRTG
lncRNA	ENSG00000259180
processed_pseudogene	ENSG00000259369
protein_coding	NEDD4
processed_pseudogene	CNOT6LP1
misc_RNA	RN7SL568P
processed_pseudogene	CD24P2
protein_coding	RFX7
processed_pseudogene	ENSG00000261072
protein_coding	TEX9
lncRNA	ENSG00000275417
snRNA	RNU6-1287P
processed_pseudogene	HMGB1P33
lncRNA	ENSG00000259941
lncRNA	ENSG00000261823
protein_coding	MNS1
lncRNA	ENSG00000277245
lncRNA	ENSG00000260392
protein_coding	ZNF280D
protein_coding	ENSG00000285253
lncRNA	ENSG00000274667
TEC	ENSG00000279683
lncRNA	ENSG00000285331
processed_pseudogene	ENSG00000225625
lncRNA	ENSG00000276524
lncRNA	ENSG00000275343
protein_coding	TCF12
processed_pseudogene	HNRNPA3P11
snoRNA	SNORD13D
lncRNA	LINC00926
lncRNA	LINC01413
processed_pseudogene	NDUFB10P1
protein_coding	CGNL1
snRNA	RNU6-844P
lncRNA	ENSG00000261489
lncRNA	ENSG00000261265
lncRNA	ENSG00000276772
processed_pseudogene	ENSG00000240874
protein_coding	MYZAP
protein_coding	GCOM1
protein_coding	POLR2M
lncRNA	ENSG00000261219
protein_coding	ALDH1A2
processed_pseudogene	ENSG00000259477
lncRNA	ENSG00000274719
lncRNA	ALDH1A2-AS1
protein_coding	AQP9
processed_pseudogene	MTCO3P23
processed_pseudogene	MTND3P12
processed_pseudogene	ENSG00000259600
processed_pseudogene	MTND5P32
processed_pseudogene	MTCYBP23
processed_pseudogene	ENSG00000240934
protein_coding	LIPC
lncRNA	LIPC-AS1
lncRNA	ENSG00000277229
lncRNA	ENSG00000277790
lncRNA	ENSG00000259476
lncRNA	ENSG00000259250
protein_coding	ADAM10
processed_pseudogene	HMGB1P51
processed_pseudogene	ENSG00000182625
processed_pseudogene	HSP90AB4P
misc_RNA	RN7SKP95
unprocessed_pseudogene	ENSG00000278513
lncRNA	ENSG00000286897
processed_pseudogene	ENSG00000259173
snoRNA	SNORD3P1
lncRNA	ENSG00000245975
protein_coding	MINDY2
lncRNA	ENSG00000259402
lncRNA	ENSG00000259353
processed_pseudogene	ZNF444P1
protein_coding	RNF111
processed_pseudogene	ENSG00000242747
protein_coding	SLTM
lncRNA	ENSG00000225798
processed_pseudogene	ENSG00000259393
processed_pseudogene	ENSG00000241640
lncRNA	ENSG00000288745
protein_coding	CCNB2
lncRNA	ENSG00000277144
lncRNA	ENSG00000259732
protein_coding	MYO1E
miRNA	MIR2116
protein_coding	LDHAL6B
snRNA	RNU4-80P
lncRNA	ENSG00000259771
snRNA	RNU6-212P
lncRNA	ENSG00000259735
protein_coding	FAM81A
processed_pseudogene	NSA2P4
processed_pseudogene	ENSG00000259674
processed_pseudogene	ENSG00000243780
processed_pseudogene	ENSG00000240238
rRNA_pseudogene	RNA5SP396
protein_coding	GCNT3
protein_coding	GTF2A2
lncRNA	ENSG00000227161
protein_coding	BNIP2
processed_pseudogene	PIGHP1
lncRNA	ENSG00000259238
processed_pseudogene	RPS3AP6
lncRNA	ENSG00000286495
processed_pseudogene	ENSG00000259601
processed_pseudogene	NMNAT1P5
lncRNA	ENSG00000289162
protein_coding	FOXB1
processed_pseudogene	MESTP2
lncRNA	ENSG00000259223
lncRNA	ENSG00000287915
protein_coding	ANXA2
processed_pseudogene	ENSG00000240163
processed_pseudogene	ENSG00000242667
unprocessed_pseudogene	ENSG00000273721
protein_coding	ICE2
lncRNA	RORA-AS1
protein_coding	RORA
lncRNA	ENSG00000259274
transcribed_processed_pseudogene	CYCSP38
lncRNA	ENSG00000273958
lncRNA	ENSG00000286457
lncRNA	ENSG00000287508
misc_RNA	ENSG00000277413
lncRNA	RORA-AS2
rRNA_pseudogene	RNA5SP397
lncRNA	ENSG00000259591
lncRNA	ENSG00000273792
lncRNA	ENSG00000259481
lncRNA	ENSG00000259575
lncRNA	ENSG00000276473
lncRNA	ENSG00000259616
lncRNA	ENSG00000259530
lncRNA	ENSG00000259675
processed_pseudogene	ENSG00000271195
lncRNA	LINC02349
lncRNA	ENSG00000259564
protein_coding	VPS13C
lncRNA	ENSG00000285863
lncRNA	VPS13C-DT
protein_coding	C2CD4A
